,term,frq_pre,frq_post,diff
468,segen,0.00013442215277077661,1.3076425166887877e-05,-0.00012134572760388873
204,europas,0.0002520415364452062,0.00013076425166887875,-0.00012127728477632742
255,fremde,0.00021843599825251202,9.807318875165907e-05,-0.00012036280950085294
130,wort,0.00033605538192694155,0.00021576101525364996,-0.0001202943666732916
106,rütli,0.0003864636892159828,0.00026806671592120146,-0.00011839697329478135
274,sprache,0.00020163322915616494,8.499676358477119e-05,-0.00011663646557139375
273,voller,0.00020163322915616494,8.499676358477119e-05,-0.00011663646557139375
360,wege,0.00016802769096347078,5.230570066755151e-05,-0.00011572199029591927
495,festen,0.00013442215277077661,1.9614637750331815e-05,-0.0001148075150204448
469,grüsse,0.00013442215277077661,1.9614637750331815e-05,-0.0001148075150204448
499,eure,0.00013442215277077661,1.9614637750331815e-05,-0.0001148075150204448
449,frohen,0.00013442215277077661,1.9614637750331815e-05,-0.0001148075150204448
487,gleichgültigkeit,0.00013442215277077661,1.9614637750331815e-05,-0.0001148075150204448
246,erreicht,0.00021843599825251202,0.00010461140133510301,-0.000113824596917409
411,ewigen,0.0001512249218671237,3.922927550066363e-05,-0.00011199564636646007
440,menschheit,0.0001512249218671237,3.922927550066363e-05,-0.00011199564636646007
390,ereignis,0.0001512249218671237,3.922927550066363e-05,-0.00011199564636646007
417,würdig,0.0001512249218671237,3.922927550066363e-05,-0.00011199564636646007
513,bemühen,0.00011761938367442955,6.538212583443938e-06,-0.0001110811710909856
519,wenden,0.00011761938367442955,6.538212583443938e-06,-0.0001110811710909856
567,bedenken,0.00011761938367442955,6.538212583443938e-06,-0.0001110811710909856
592,volke,0.00011761938367442955,6.538212583443938e-06,-0.0001110811710909856
574,bemühungen,0.00011761938367442955,6.538212583443938e-06,-0.0001110811710909856
602,vaterlandes,0.00011761938367442955,6.538212583443938e-06,-0.0001110811710909856
347,kulturellen,0.00016802769096347078,5.884391325099544e-05,-0.00010918377771247534
345,tages,0.00016802769096347078,5.884391325099544e-05,-0.00010918377771247534
508,bestand,0.00013442215277077661,2.6152850333775754e-05,-0.00010826930243700086
502,technik,0.00013442215277077661,2.6152850333775754e-05,-0.00010826930243700086
451,führte,0.00013442215277077661,2.6152850333775754e-05,-0.00010826930243700086
473,notwendig,0.00013442215277077661,2.6152850333775754e-05,-0.00010826930243700086
494,allmächtigen,0.00013442215277077661,2.6152850333775754e-05,-0.00010826930243700086
512,männern,0.00013442215277077661,2.6152850333775754e-05,-0.00010826930243700086
203,bestehen,0.0002520415364452062,0.00014384067683576664,-0.00010820085960943954
325,begehen,0.00018483046005981786,7.845855100132726e-05,-0.0001063719090584906
396,denkt,0.0001512249218671237,4.5767488084107565e-05,-0.00010545743378301613
397,wirklichkeit,0.0001512249218671237,4.5767488084107565e-05,-0.00010545743378301613
439,harten,0.0001512249218671237,4.5767488084107565e-05,-0.00010545743378301613
431,treu,0.0001512249218671237,4.5767488084107565e-05,-0.00010545743378301613
547,existenz,0.00011761938367442955,1.3076425166887877e-05,-0.00010454295850754168
573,geschlossen,0.00011761938367442955,1.3076425166887877e-05,-0.00010454295850754168
581,unmittelbar,0.00011761938367442955,1.3076425166887877e-05,-0.00010454295850754168
242,alte,0.0002352387673488591,0.00013076425166887875,-0.00010447451567998034
291,bereitschaft,0.00020163322915616494,9.807318875165907e-05,-0.00010356004040450586
376,kräften,0.00016802769096347078,6.538212583443938e-05,-0.0001026455651290314
448,trennen,0.00013442215277077661,3.269106291721969e-05,-0.00010173108985355692
455,spreche,0.00013442215277077661,3.269106291721969e-05,-0.00010173108985355692
465,staatliche,0.00013442215277077661,3.269106291721969e-05,-0.00010173108985355692
247,laufe,0.00021843599825251202,0.00011768782650199088,-0.00010074817175052113
437,form,0.0001512249218671237,5.230570066755151e-05,-9.891922119957219e-05
433,uri,0.0001512249218671237,5.230570066755151e-05,-9.891922119957219e-05
427,nationen,0.0001512249218671237,5.230570066755151e-05,-9.891922119957219e-05
100,mitbürgerinnen,0.0003864636892159828,0.0002876813536715333,-9.878233554444954e-05
593,weite,0.00011761938367442955,1.9614637750331815e-05,-9.800474592409774e-05
549,bundesfeiertag,0.00011761938367442955,1.9614637750331815e-05,-9.800474592409774e-05
537,erneuerung,0.00011761938367442955,1.9614637750331815e-05,-9.800474592409774e-05
597,ursprung,0.00011761938367442955,1.9614637750331815e-05,-9.800474592409774e-05
234,nationalen,0.0002352387673488591,0.0001373024642523227,-9.793630309653639e-05
295,scheint,0.00020163322915616494,0.00010461140133510301,-9.702182782106192e-05
357,persönlichen,0.00016802769096347078,7.192033841788332e-05,-9.610735254558746e-05
349,voraussetzung,0.00016802769096347078,7.192033841788332e-05,-9.610735254558746e-05
369,fundament,0.00016802769096347078,7.192033841788332e-05,-9.610735254558746e-05
58,gilt,0.0005208858419867594,0.00042498381792385596,-9.590202406290345e-05
481,wünschen,0.00013442215277077661,3.922927550066363e-05,-9.519287727011299e-05
478,seele,0.00013442215277077661,3.922927550066363e-05,-9.519287727011299e-05
461,eidgenössische,0.00013442215277077661,3.922927550066363e-05,-9.519287727011299e-05
463,angesichts,0.00013442215277077661,3.922927550066363e-05,-9.519287727011299e-05
706,erfasst,0.00010081661457808247,6.538212583443938e-06,-9.427840199463853e-05
689,einfachheit,0.00010081661457808247,6.538212583443938e-06,-9.427840199463853e-05
625,gefühle,0.00010081661457808247,6.538212583443938e-06,-9.427840199463853e-05
697,gunst,0.00010081661457808247,6.538212583443938e-06,-9.427840199463853e-05
611,zustimmung,0.00010081661457808247,6.538212583443938e-06,-9.427840199463853e-05
304,armut,0.00018483046005981786,9.153497616821513e-05,-9.329548389160272e-05
329,erinnerung,0.00018483046005981786,9.153497616821513e-05,-9.329548389160272e-05
599,militärische,0.00011761938367442955,2.6152850333775754e-05,-9.14665333406538e-05
577,kranken,0.00011761938367442955,2.6152850333775754e-05,-9.14665333406538e-05
588,fernen,0.00011761938367442955,2.6152850333775754e-05,-9.14665333406538e-05
587,gedanke,0.00011761938367442955,2.6152850333775754e-05,-9.14665333406538e-05
551,sprachlichen,0.00011761938367442955,2.6152850333775754e-05,-9.14665333406538e-05
566,zweifellos,0.00011761938367442955,2.6152850333775754e-05,-9.14665333406538e-05
514,problemen,0.00011761938367442955,2.6152850333775754e-05,-9.14665333406538e-05
579,verlangen,0.00011761938367442955,2.6152850333775754e-05,-9.14665333406538e-05
572,inhalt,0.00011761938367442955,2.6152850333775754e-05,-9.14665333406538e-05
224,modernen,0.0002352387673488591,0.00014384067683576664,-9.139809051309246e-05
35,wissen,0.000638505225661189,0.0005492098570092908,-8.929536865189816e-05
446,elend,0.00013442215277077661,4.5767488084107565e-05,-8.865466468666905e-05
498,mitmenschen,0.00013442215277077661,4.5767488084107565e-05,-8.865466468666905e-05
